index,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
2913,Ford Figo Diesel ZXI,Chennai,2011,72000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.9
2914,Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52100,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5,19.27 Lakh,6.5
2915,Hyundai Grand i10 1.2 Kappa Sportz,Jaipur,2018,10000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.96 Lakh,5.85
2917,Maruti Ignis 1.2 AMT Alpha,Coimbatore,2019,3906,Petrol,Automatic,First,20.89 kmpl,1197 CC,81.80 bhp,5,7.96 Lakh,7.36
2921,Ford Figo Diesel Celebration Edition,Jaipur,2013,51000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.1 bhp,5,,2.5
2922,Toyota Platinum Etios 1.4 GXD,Hyderabad,2015,150000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,9.58 Lakh,6
2923,Mahindra Thar DI 4X4,Mumbai,2018,2500,Diesel,Manual,First,18.06 kmpl,2523 CC,63 bhp,7,,8.25
2926,Hyundai Accent GLS,Bangalore,2008,80000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,,1.9
2927,Maruti Celerio ZXI AT,Jaipur,2016,30000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,,4.25
2930,Nissan Micra Diesel XV,Hyderabad,2011,123880,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3.3
2931,Honda Amaze S i-Vtech,Jaipur,2015,42000,Petrol,Manual,Second,18.0 kmpl,1198 CC,86.7 bhp,5,,4.3
2932,Renault Duster 85PS Diesel RxL Option,Chennai,2012,79824,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,5.25
2934,Honda Amaze E i-Vtech,Ahmedabad,2014,72411,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
2936,Toyota Etios Liva G,Chennai,2015,53713,Petrol,Manual,First,17.71 kmpl,1197 CC,78.9 bhp,5,,4.2
2939,Maruti Swift VXI BSIII,Chennai,2008,86700,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5,,2.4
2940,Maruti Baleno Alpha 1.3,Kolkata,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,6.5
2942,Maruti Celerio VXI AT,Mumbai,2015,33000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.99
2943,Ford Ecosport 1.5 DV5 MT Ambiente,Kochi,2014,64394,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.45
2944,Tata Manza Aura Quadrajet,Hyderabad,2010,76000,Diesel,Manual,First,18.8 kmpl,1248 CC,90 bhp,5,,2.7
2945,Honda Jazz 1.5 SV i DTEC,Mumbai,2016,48719,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,6.25
2947,Nissan Micra Diesel XV Premium,Hyderabad,2012,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3.7
2949,Tata Manza Aura Plus Quadrajet BS IV,Hyderabad,2010,127510,Diesel,Manual,Second,19.0 kmpl,1248 CC,90 bhp,5,,1.4
2950,Maruti Swift VDI,Kolkata,2014,35010,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,3.5
2951,Maruti Swift Dzire 1.2 Lxi BSIV,Jaipur,2012,75451,Petrol,Manual,First,17.5 kmpl,1197 CC,85.8 bhp,5,,3.78
2952,Tata Indigo eCS LS (TDI) BS-III,Pune,2015,83000,Diesel,Manual,First,19.09 kmpl,1405 CC,69.01 bhp,5,,2.7
2953,Honda Amaze S i-Dtech,Kolkata,2013,38755,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,3.2
2954,Maruti Swift VXI BSIV,Delhi,2016,30000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,5
2955,Maruti Ertiga ZDI,Chennai,2012,40000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,7
2956,Hyundai Grand i10 Era,Kolkata,2014,19500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,,2.85
2957,Nissan Micra Active XV,Ahmedabad,2016,41000,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,5,6.78 Lakh,4.25
2958,Hyundai Grand i10 Asta Option,Bangalore,2014,30000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,,4.9
2960,Volkswagen Polo Diesel Comfortline 1.2L,Delhi,2014,62000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,,4.25
2961,Honda Amaze S AT i-Vtech,Pune,2015,42023,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,,4.34
2966,Maruti Swift Dzire LDI,Delhi,2015,37857,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.85
2967,Maruti Swift VDI BSIV,Jaipur,2014,71000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.8
2968,Honda Brio S Option MT,Pune,2012,49024,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,,2.3
2969,Hyundai Grand i10 Sportz,Mumbai,2016,10770,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.75
2970,Tata Zest Quadrajet 1.3 75PS XM,Pune,2017,72000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,8.93 Lakh,5
2971,Hyundai EON Era Plus,Jaipur,2015,91000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.5
2972,Hyundai i20 1.2 Spotz,Mumbai,2017,14000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,5.95
2974,Ford Ecosport 1.5 DV5 MT Titanium Optional,Delhi,2014,75136,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,6.15
2975,Maruti Ritz VXI,Hyderabad,2014,32500,Petrol,Manual,Second,21.1 kmpl,1197 CC,85.80 bhp,5,,4.05
2976,Hyundai i20 1.4 CRDi Magna,Hyderabad,2010,94500,Diesel,Manual,Second,21.9 kmpl,1396 CC,90 bhp,5,,3.1
2977,Maruti Dzire VXI,Hyderabad,2013,34900,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.97 Lakh,5.49
2979,Maruti Swift VDi BSIII W/ ABS,Jaipur,2015,50000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,5.7
2980,Honda Brio S MT,Kolkata,2014,35000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,2.85
2981,Chevrolet Beat LS,Bangalore,2012,37000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,2.35
2983,Honda City ZX GXi,Pune,2008,119000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,,2.25
2984,Maruti Ritz LXi,Mumbai,2016,12000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,,3.65
2985,Ford EcoSport 1.5 TDCi Trend,Delhi,2016,46727,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,7.25
2989,Maruti Wagon R LXI,Mumbai,2014,25422,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.04 Lakh,3.25
2990,Maruti Ertiga VDI,Mumbai,2018,14000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.66 Lakh,9.25
2991,Maruti Alto LXi BSIII,Hyderabad,2008,66000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.7
2992,Maruti A-Star Vxi,Kochi,2010,55324,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.87
2994,Mahindra KUV 100 G80 K6 Plus 5Str,Kolkata,2017,43000,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5,7.35 Lakh,4.5
2995,Hyundai i10 Magna AT,Bangalore,2008,58483,Petrol,Automatic,Second,19.2 kmpl,1197 CC,80 bhp,5,,2.95
2997,Hyundai i10 Sportz 1.2,Hyderabad,2010,50000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3
2999,Toyota Etios G,Pune,2011,37000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,,2.8
3001,Maruti Swift Dzire VDI,Bangalore,2014,29000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.75
3002,Maruti Swift VXI,Pune,2010,68000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,6.99 Lakh,2.8
3004,Maruti Ritz VDi,Pune,2012,64290,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65
3007,Hyundai i20 Asta Option 1.2,Hyderabad,2017,19860,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.95
3010,Maruti Swift Dzire LDi,Jaipur,2008,78000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,2.3
3011,Tata Indigo eCS eLS BS IV,Kolkata,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5,,2.3
3012,Maruti Swift LDI,Hyderabad,2016,52000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.27 Lakh,5.95
3013,Maruti Celerio VXI AT,Kolkata,2016,30000,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,3.49
3015,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2015,29651,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,6.43
3018,Ford Figo Petrol Titanium,Kolkata,2015,21400,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,,4
3019,Honda City i DTEC V,Ahmedabad,2015,77000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,6.98
3025,Renault KWID RXT,Mumbai,2017,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,3.5
3026,Hyundai i20 Asta 1.2,Bangalore,2015,39000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,,6.3
3032,Maruti Ritz LDi,Jaipur,2013,65000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.75
3035,Maruti Swift Lxi BSIII,Mumbai,2009,53001,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,1.95
3036,Tata Tigor 1.2 Revotron XT,Mumbai,2018,22345,Petrol,Manual,First,20.3 kmpl,1199 CC,84 bhp,5,,4.95
3040,Maruti Swift VDI,Kochi,2015,53500,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.88 Lakh,5.36
3041,Maruti Ertiga VXI,Delhi,2014,17585,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,6.35
3046,Hyundai i10 Magna 1.2,Kochi,2017,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.07
3047,Volkswagen Polo Diesel Comfortline 1.2L,Kolkata,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,2.99
3048,Maruti Vitara Brezza VDi Option,Delhi,2017,40000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,,7.9
3049,Renault Duster 85PS Diesel RxL,Mumbai,2016,36600,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,7.49
3050,Tata Indica Vista Aqua 1.3 Quadrajet,Jaipur,2009,117000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,,1.1
3052,Hyundai Xcent 1.2 CRDi S,Mumbai,2016,50000,Diesel,Manual,First,25.4 kmpl,1186 CC,73.97 bhp,5,8.84 Lakh,3.5
3055,Ford Figo Petrol ZXI,Bangalore,2010,102016,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,,2.25
3056,Maruti Swift VDI Optional,Chennai,2016,38000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.95
3057,Renault Pulse RxL,Hyderabad,2013,71491,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5,,4.95
3058,Volkswagen Polo 1.2 MPI Highline,Bangalore,2015,46354,Petrol,Manual,Second,16.47 kmpl,1198 CC,74 bhp,5,,5.49
3063,Maruti Ciaz VDi Plus,Jaipur,2016,84085,Diesel,Manual,First,26.21 kmpl,1248 CC,88.5 bhp,5,,6.9
3064,Honda City i DTEC VX,Kolkata,2014,55000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,,5.99
3068,Honda City 1.5 EXI AT,Kochi,2006,99583,Petrol,Automatic,Third,12.0 kmpl,1493 CC,100 bhp,5,,2.21
3072,Hyundai EON Era Plus,Pune,2015,66510,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.95
3074,Maruti Swift VDI,Hyderabad,2012,80799,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.9
3076,Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2013,92000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,12.5
3077,Tata Tiago Wizz 1.05 Revotorq,Hyderabad,2017,53000,Diesel,Manual,First,27.28 kmpl,1047 CC,69 bhp,5,,5
3080,Renault KWID RXL,Kochi,2017,24214,Petrol,Manual,Second,25.17 kmpl,799 CC,53.3 bhp,5,3.95 Lakh,3.46
3081,Hyundai i20 1.4 Asta CRDi with AVN,Pune,2012,75000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,4
3083,Toyota Corolla Altis Diesel D4DG,Kochi,2013,74290,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,5.87
3086,Chevrolet Enjoy TCDi LS 8 Seater,Coimbatore,2014,74041,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,8,,3.88
3088,Nissan Sunny 2011-2014 Diesel XV,Delhi,2012,52000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,,3.5
3091,Maruti Omni E MPI STD BS IV,Jaipur,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8,,2.35
3094,Ford Fiesta 1.4 ZXi Leather,Chennai,2007,75000,Petrol,Manual,Second,16.6 kmpl,1388 CC,68 bhp,5,,2
3095,Hyundai i20 1.4 Asta,Mumbai,2015,57000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.35
3098,Ford EcoSport 1.5 TDCi Trend Plus,Chennai,2016,20000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,7.9
3099,Hyundai i20 1.2 Magna,Mumbai,2011,52359,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3.25
3101,Nissan Micra Diesel XV,Kolkata,2011,39002,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,2.85
3102,Ford Figo Diesel EXI,Pune,2010,129986,Diesel,Manual,Second,20.0 kmpl,1399 CC,68 bhp,5,,3.2
3103,Nissan Micra XL,Kolkata,2013,45000,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,,1.75
3107,Maruti Omni 8 Seater BSIV,Hyderabad,2017,21260,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,2.9
3108,Hyundai i20 Magna Optional 1.4 CRDi,Ahmedabad,2012,55362,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.25
3110,Maruti Swift VDI BSIV,Kochi,2016,45725,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.34
3111,Maruti Swift LDI BSIV,Jaipur,2014,105000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,3.85
3113,Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,135000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4.2
3114,Maruti Ertiga Paseo VDI,Delhi,2016,67000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.7 bhp,7,,6.75
3116,Hyundai i20 1.4 Sportz,Coimbatore,2019,32251,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,8.61
3117,Maruti Zen Estilo LXI BS IV,Mumbai,2009,47000,Petrol,Manual,First,19.0 kmpl,998 CC,67.1 bhp,5,,1.46
3118,Maruti Ritz VDi,Mumbai,2011,75308,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,,2.8
3121,Maruti Swift Dzire ZXi,Mumbai,2009,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,2.45
3123,Tata Manza Aqua Safire,Mumbai,2010,41195,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,,1.38
3125,Hyundai i10 Sportz AT,Bangalore,2009,60510,Petrol,Automatic,Second,16.95 kmpl,1197 CC,78.9 bhp,5,,3.1
3126,Maruti Baleno Sigma 1.2,Mumbai,2016,8500,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.49
3127,Maruti Vitara Brezza ZDi Plus Dual Tone,Kochi,2017,35981,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.29 Lakh,9.51
3128,Ford Figo Petrol ZXI,Mumbai,2012,23152,Petrol,Manual,First,15.6 kmpl,1196 CC,70.02 bhp,5,,2.39
3131,Mahindra Xylo D2 BS III,Ahmedabad,2010,91596,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,,1.85
3133,Maruti Swift Dzire VDi,Hyderabad,2013,83327,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,5.8
3134,Volkswagen Polo 1.2 MPI Highline Plus,Hyderabad,2017,22857,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,,6.9
3136,Hyundai i10 Era 1.1,Bangalore,2010,56000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,2.85
3138,Maruti Zen LXI,Jaipur,1998,95150,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,,0.45
3139,Hyundai i10 Sportz,Coimbatore,2013,32776,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,4.64
3140,Honda Amaze S i-Dtech,Coimbatore,2016,51587,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,5.27
3142,Honda Brio 1.2 S MT,Mumbai,2015,22000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.23 Lakh,3.95
3143,Hyundai i20 Asta,Kochi,2010,30754,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,3.38
3145,Honda Jazz Select Edition,Kolkata,2010,45000,Petrol,Manual,First,16.7 kmpl,1198 CC,88.8 bhp,5,,1.99
3146,Hyundai Grand i10 Sportz,Coimbatore,2017,33284,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.84
3153,Maruti Swift Dzire VXI,Coimbatore,2014,57676,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,6.69
3154,Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.1
3155,Maruti Omni 8 Seater BSII,Jaipur,2012,65000,Petrol,Manual,First,19.7 kmpl,796 CC,35 bhp,8,,1.55
3156,Hyundai Grand i10 1.2 Kappa Magna AT,Coimbatore,2019,12153,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.98 Lakh,6.84
3157,Tata Nano Twist XT,Hyderabad,2014,16810,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,4,,1.6
3159,Volkswagen Polo 1.2 MPI Highline,Mumbai,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,4.75
3160,Maruti Alto 800 LXI,Chennai,2015,63714,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,2.45
3165,Hyundai Grand i10 Magna,Jaipur,2016,22000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,4.25
3166,Chevrolet Sail 1.2 LS,Mumbai,2014,10000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.4 bhp,5,,5.5
3167,Maruti Swift Dzire LXI,Kolkata,2015,107000,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4
3168,Tata Zest Revotron 1.2T XM,Kochi,2017,48198,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,7.63 Lakh,4.65
3171,Maruti Ritz VDi,Hyderabad,2013,85388,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,3.9
3172,Hyundai Grand i10 1.2 Kappa Sportz Option,Jaipur,2017,14700,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,,5.6
3173,Maruti Dzire LDI,Pune,2012,150000,Diesel,Manual,Third,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 Lakh,2.25
3177,Maruti Wagon R LXI,Pune,2006,52000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2
3178,Volkswagen Polo Petrol Highline 1.2L,Mumbai,2011,20000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.5
3181,Maruti Wagon R VXI,Chennai,2014,52000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,5.51 Lakh,3.45
3182,Maruti Swift Dzire VDI,Kolkata,2013,43284,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,4.5
3184,Hyundai Grand i10 Asta,Bangalore,2016,51866,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.5
3185,Nissan Micra Diesel XV Premium,Mumbai,2013,69000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,,3
3186,Hyundai Grand i10 1.2 Kappa Asta,Coimbatore,2017,62788,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.1 Lakh,6.08
3192,Hyundai EON D Lite,Pune,2013,30000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.1
3200,Maruti Wagon R LX BSIII,Ahmedabad,2004,60000,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,1.4
3202,Maruti Swift VDI,Delhi,2014,50000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.3
3204,Maruti Ertiga VDI,Kochi,2015,58734,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,6.91
3206,Maruti Swift Dzire VDi,Jaipur,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,,4
3207,Maruti Ritz VDi,Hyderabad,2011,79000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,3.65
3209,Honda Brio S MT,Kochi,2015,49133,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,4.51
3211,Tata Manza Club Class Quadrajet90 LS,Coimbatore,2014,54448,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,,3.7
3213,Maruti Swift VXI,Delhi,2015,62088,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.15
3216,Honda Amaze S i-Vtech,Mumbai,2017,32005,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,4.25
3221,Ford Ikon 1.3 Flair,Chennai,2002,65134,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,,0.8
3223,Maruti A-Star Vxi,Hyderabad,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.25
3224,Tata Sumo EX,Kolkata,2016,46300,Diesel,Manual,First,14.07 kmpl,1948 CC,83.1 bhp,7,,4.85
3226,Nissan Micra XV D,Chennai,2012,93450,Diesel,Manual,Second,23.19 kmpl,1461 CC,63.12 bhp,5,9.48 Lakh,2.5
3228,Maruti 800 Std,Pune,2003,52000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.5
3230,Maruti SX4 VDI,Delhi,2014,90000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,,4.5
3231,Hyundai i20 Sportz AT 1.4,Bangalore,2013,72000,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,,4.75
3238,Honda Amaze S i-Dtech,Pune,2015,110000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.65
3239,Maruti Dzire ZDI,Ahmedabad,2013,56454,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,8.95 Lakh,4.65
3240,Maruti Swift LXI,Kolkata,2013,60000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,3.15
3243,Maruti Swift VDI,Chennai,2012,63000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.5
3245,Maruti Swift VXI BSIV,Mumbai,2016,29401,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,,4.31
3246,Honda Jazz 1.2 SV i VTEC,Kochi,2016,25238,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.2
3248,Volkswagen Polo Petrol Trendline 1.2L,Kochi,2011,58752,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,3.32
3250,Toyota Etios G SP,Bangalore,2013,132000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,,4.7
3254,Ford Freestyle Titanium Plus Petrol,Kolkata,2018,8896,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,8.24 Lakh,7.34
3255,Maruti Baleno Alpha 1.2,Delhi,2016,17000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.9
3256,Honda Jazz V,Mumbai,2016,31378,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,8.71 Lakh,5.9
3258,Honda Amaze VX i-DTEC,Ahmedabad,2014,81000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.1
3262,Maruti Swift Dzire VDI,Jaipur,2014,75074,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,5.25
3263,Tata Indica Vista Quadrajet LS,Kolkata,2012,80000,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,5,,1.2
3267,Honda Amaze S i-Dtech,Delhi,2015,58000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.45
3269,Maruti Ritz VDi,Kochi,2015,57034,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,4.38
3270,Maruti Ciaz ZDi Plus SHVS,Kochi,2016,40810,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,7.9
3273,Maruti Baleno Delta CVT,Coimbatore,2018,34630,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.57 Lakh,7.29
3274,Ford Fiesta Diesel Titanium Plus,Hyderabad,2012,45122,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5,,6
3276,Maruti Alto LXi,Jaipur,2009,63000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.5
3279,Hyundai Santro Xing GLS,Coimbatore,2012,43337,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,3.32
3280,Maruti Swift VDI,Kochi,2015,46561,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.94
